Date,Scheme_Name,NAV
2022-05-24,Scheme_01,103.1844
2022-05-25,Scheme_01,103.7726
2022-05-26,Scheme_01,103.0101
2022-05-27,Scheme_01,102.8968
2022-05-30,Scheme_01,103.0685
2022-05-31,Scheme_01,103.1197
2022-06-01,Scheme_01,102.0451
2022-06-02,Scheme_01,102.1296
2022-06-03,Scheme_01,101.3141
2022-06-06,Scheme_01,102.0601
2022-06-07,Scheme_01,101.6808
2022-06-08,Scheme_01,102.2259
2022-06-09,Scheme_01,103.6144
2022-06-10,Scheme_01,102.1736
2022-06-13,Scheme_01,102.5596
2022-06-14,Scheme_01,102.1807
2022-06-15,Scheme_01,101.3858
2022-06-16,Scheme_01,102.0649
2022-06-17,Scheme_01,102.7586
2022-06-20,Scheme_01,103.0831
2022-06-21,Scheme_01,102.3972
2022-06-22,Scheme_01,101.6413
2022-06-23,Scheme_01,101.349
2022-06-24,Scheme_01,100.2018
2022-06-27,Scheme_01,100.2687
2022-06-28,Scheme_01,100.947
2022-06-29,Scheme_01,100.5799
2022-06-30,Scheme_01,99.0992
2022-07-01,Scheme_01,99.2292
2022-07-04,Scheme_01,97.8798
2022-07-05,Scheme_01,96.4432
2022-07-06,Scheme_01,96.8518
2022-07-07,Scheme_01,95.2841
2022-07-08,Scheme_01,94.3197
2022-07-11,Scheme_01,94.9485
2022-07-12,Scheme_01,94.8905
2022-07-13,Scheme_01,95.8059
2022-07-14,Scheme_01,94.8448
2022-07-15,Scheme_01,96.0029
2022-07-18,Scheme_01,94.8545
2022-07-19,Scheme_01,96.3614
2022-07-20,Scheme_01,95.1708
2022-07-21,Scheme_01,95.7187
2022-07-22,Scheme_01,94.8608
2022-07-25,Scheme_01,93.9843
2022-07-26,Scheme_01,93.8074
2022-07-27,Scheme_01,94.1021
2022-07-28,Scheme_01,93.025
2022-07-29,Scheme_01,92.3548
2022-08-01,Scheme_01,92.3252
2022-08-02,Scheme_01,91.9359
2022-08-03,Scheme_01,92.8532
2022-08-04,Scheme_01,93.2706
2022-08-05,Scheme_01,92.3017
2022-08-08,Scheme_01,93.1027
2022-08-09,Scheme_01,92.6586
2022-08-10,Scheme_01,93.6353
2022-08-11,Scheme_01,94.056
2022-08-12,Scheme_01,94.2729
2022-08-15,Scheme_01,95.0156
2022-08-16,Scheme_01,95.2544
2022-08-17,Scheme_01,94.6693
2022-08-18,Scheme_01,93.6257
2022-08-19,Scheme_01,93.7609
2022-08-22,Scheme_01,92.1907
2022-08-23,Scheme_01,94.1163
2022-08-24,Scheme_01,95.7004
2022-08-25,Scheme_01,96.9857
2022-08-26,Scheme_01,96.7463
2022-08-29,Scheme_01,97.0394
2022-08-30,Scheme_01,98.5283
2022-08-31,Scheme_01,98.1008
2022-09-01,Scheme_01,97.4604
2022-09-02,Scheme_01,98.671
2022-09-05,Scheme_01,98.8175
2022-09-06,Scheme_01,99.5301
2022-09-07,Scheme_01,99.6459
2022-09-08,Scheme_01,99.783
2022-09-09,Scheme_01,99.1407
2022-09-12,Scheme_01,99.3896
2022-09-13,Scheme_01,101.2401
2022-09-14,Scheme_01,101.7724
2022-09-15,Scheme_01,99.8005
2022-09-16,Scheme_01,100.4055
2022-09-19,Scheme_01,100.5855
2022-09-20,Scheme_01,101.6874
2022-09-21,Scheme_01,100.8241
2022-09-22,Scheme_01,100.25
2022-09-23,Scheme_01,99.7699
2022-09-26,Scheme_01,99.1784
2022-09-27,Scheme_01,99.5007
2022-09-28,Scheme_01,99.9617
2022-09-29,Scheme_01,100.0825
2022-09-30,Scheme_01,99.3712
2022-10-03,Scheme_01,99.7648
2022-10-04,Scheme_01,99.6621
2022-10-05,Scheme_01,99.2165
2022-10-06,Scheme_01,100.7581
2022-10-07,Scheme_01,99.5619
2022-10-10,Scheme_01,99.7489
2022-10-11,Scheme_01,99.8953
2022-10-12,Scheme_01,100.5894
2022-10-13,Scheme_01,99.5395
2022-10-14,Scheme_01,99.1564
2022-10-17,Scheme_01,100.1471
2022-10-18,Scheme_01,100.7969
2022-10-19,Scheme_01,99.6849
2022-10-20,Scheme_01,99.1569
2022-10-21,Scheme_01,98.1449
2022-10-24,Scheme_01,98.3749
2022-10-25,Scheme_01,97.2409
2022-10-26,Scheme_01,96.7294
2022-10-27,Scheme_01,97.1522
2022-10-28,Scheme_01,95.4485
2022-10-31,Scheme_01,95.4101
2022-11-01,Scheme_01,96.8844
2022-11-02,Scheme_01,96.6707
2022-11-03,Scheme_01,98.1698
2022-11-04,Scheme_01,97.8877
2022-11-07,Scheme_01,97.9875
2022-11-08,Scheme_01,98.0556
2022-11-09,Scheme_01,96.9399
2022-11-10,Scheme_01,98.28
2022-11-11,Scheme_01,97.9215
2022-11-14,Scheme_01,96.9509
2022-11-15,Scheme_01,96.8144
2022-11-16,Scheme_01,96.5709
2022-11-17,Scheme_01,96.1048
2022-11-18,Scheme_01,97.0924
2022-11-21,Scheme_01,97.5019
2022-11-22,Scheme_01,97.4227
2022-11-23,Scheme_01,97.9282
2022-11-24,Scheme_01,98.188
2022-11-25,Scheme_01,96.2296
2022-11-28,Scheme_01,96.2922
2022-11-29,Scheme_01,97.7298
2022-11-30,Scheme_01,97.5367
2022-12-01,Scheme_01,97.8851
2022-12-02,Scheme_01,98.7532
2022-12-05,Scheme_01,99.3209
2022-12-06,Scheme_01,99.1642
2022-12-07,Scheme_01,99.6186
2022-12-08,Scheme_01,99.5099
2022-12-09,Scheme_01,99.5972
2022-12-12,Scheme_01,98.0266
2022-12-13,Scheme_01,96.5329
2022-12-14,Scheme_01,96.6407
2022-12-15,Scheme_01,96.6055
2022-12-16,Scheme_01,96.3606
2022-12-19,Scheme_01,97.4076
2022-12-20,Scheme_01,97.7455
2022-12-21,Scheme_01,96.1191
2022-12-22,Scheme_01,96.0832
2022-12-23,Scheme_01,95.1784
2022-12-26,Scheme_01,95.8063
2022-12-27,Scheme_01,94.7859
2022-12-28,Scheme_01,95.4303
2022-12-29,Scheme_01,94.6342
2022-12-30,Scheme_01,94.7311
2023-01-02,Scheme_01,96.5083
2023-01-03,Scheme_01,95.6892
2023-01-04,Scheme_01,94.3267
2023-01-05,Scheme_01,93.8736
2023-01-06,Scheme_01,92.3314
2023-01-09,Scheme_01,91.9349
2023-01-10,Scheme_01,91.9361
2023-01-11,Scheme_01,92.1644
2023-01-12,Scheme_01,91.71
2023-01-13,Scheme_01,92.089
2023-01-16,Scheme_01,92.2029
2023-01-17,Scheme_01,91.9306
2023-01-18,Scheme_01,92.902
2023-01-19,Scheme_01,91.5763
2023-01-20,Scheme_01,92.6807
2023-01-23,Scheme_01,92.867
2023-01-24,Scheme_01,92.5175
2023-01-25,Scheme_01,93.0466
2023-01-26,Scheme_01,92.9744
2023-01-27,Scheme_01,92.9273
2023-01-30,Scheme_01,93.4018
2023-01-31,Scheme_01,95.1569
2023-02-01,Scheme_01,96.4676
2023-02-02,Scheme_01,96.6399
2023-02-03,Scheme_01,96.7659
2023-02-06,Scheme_01,97.011
2023-02-07,Scheme_01,97.6858
2023-02-08,Scheme_01,98.8777
2023-02-09,Scheme_01,99.5945
2023-02-10,Scheme_01,98.9144
2023-02-13,Scheme_01,99.1162
2023-02-14,Scheme_01,98.3089
2023-02-15,Scheme_01,99.995
2023-02-16,Scheme_01,99.3999
2023-02-17,Scheme_01,98.3816
2023-02-20,Scheme_01,98.7321
2023-02-21,Scheme_01,99.4498
2023-02-22,Scheme_01,99.6078
2023-02-23,Scheme_01,98.9685
2023-02-24,Scheme_01,98.4711
2023-02-27,Scheme_01,96.7242
2023-02-28,Scheme_01,96.1815
2023-03-01,Scheme_01,96.2611
2023-03-02,Scheme_01,97.1821
2023-03-03,Scheme_01,98.4577
2023-03-06,Scheme_01,97.9793
2023-03-07,Scheme_01,97.2687
2023-03-08,Scheme_01,97.8566
2023-03-09,Scheme_01,97.825
2023-03-10,Scheme_01,97.3225
2023-03-13,Scheme_01,97.7259
2023-03-14,Scheme_01,97.4839
2023-03-15,Scheme_01,95.663
2023-03-16,Scheme_01,95.0509
2023-03-17,Scheme_01,95.7903
2023-03-20,Scheme_01,95.6306
2023-03-21,Scheme_01,95.9807
2023-03-22,Scheme_01,94.6403
2023-03-23,Scheme_01,93.36
2023-03-24,Scheme_01,92.3023
2023-03-27,Scheme_01,92.6535
2023-03-28,Scheme_01,93.1387
2023-03-29,Scheme_01,93.8037
2023-03-30,Scheme_01,94.0543
2023-03-31,Scheme_01,93.1769
2023-04-03,Scheme_01,92.3517
2023-04-04,Scheme_01,93.2853
2023-04-05,Scheme_01,94.0708
2023-04-06,Scheme_01,93.0671
2023-04-07,Scheme_01,93.8539
2023-04-10,Scheme_01,92.9452
2023-04-11,Scheme_01,93.3734
2023-04-12,Scheme_01,94.199
2023-04-13,Scheme_01,95.1452
2023-04-14,Scheme_01,95.2714
2023-04-17,Scheme_01,94.1212
2023-04-18,Scheme_01,94.5976
2023-04-19,Scheme_01,94.6159
2023-04-20,Scheme_01,93.7411
2023-04-21,Scheme_01,92.2916
2023-04-24,Scheme_01,91.6245
2023-04-25,Scheme_01,91.5719
2023-04-26,Scheme_01,90.8955
2023-04-27,Scheme_01,90.575
2023-04-28,Scheme_01,90.7088
2023-05-01,Scheme_01,91.0894
2023-05-02,Scheme_01,91.9826
2023-05-03,Scheme_01,89.8861
2023-05-04,Scheme_01,90.2596
2023-05-05,Scheme_01,89.3594
2023-05-08,Scheme_01,89.5759
2023-05-09,Scheme_01,89.7899
2023-05-10,Scheme_01,89.8447
2023-05-11,Scheme_01,89.3876
2023-05-12,Scheme_01,88.7994
2023-05-15,Scheme_01,89.676
2023-05-16,Scheme_01,89.3145
2023-05-17,Scheme_01,89.7379
2023-05-18,Scheme_01,90.3743
2023-05-19,Scheme_01,90.3583
2023-05-22,Scheme_01,89.9935
2023-05-23,Scheme_01,90.0284
2023-05-24,Scheme_01,91.0349
2023-05-25,Scheme_01,90.4327
2023-05-26,Scheme_01,90.2802
2023-05-29,Scheme_01,89.2716
2023-05-30,Scheme_01,89.4332
2023-05-31,Scheme_01,88.6334
2023-06-01,Scheme_01,88.8344
2023-06-02,Scheme_01,90.0682
2023-06-05,Scheme_01,89.1946
2023-06-06,Scheme_01,89.3131
2023-06-07,Scheme_01,89.5294
2023-06-08,Scheme_01,90.2323
2023-06-09,Scheme_01,90.6498
2023-06-12,Scheme_01,90.3087
2023-06-13,Scheme_01,89.3574
2023-06-14,Scheme_01,90.4658
2023-06-15,Scheme_01,90.8408
2023-06-16,Scheme_01,91.4086
2023-06-19,Scheme_01,90.4188
2023-06-20,Scheme_01,90.2071
2023-06-21,Scheme_01,90.4627
2023-06-22,Scheme_01,89.5969
2023-06-23,Scheme_01,89.2708
2023-06-26,Scheme_01,88.9893
2023-06-27,Scheme_01,90.4729
2023-06-28,Scheme_01,91.8601
2023-06-29,Scheme_01,92.0982
2023-06-30,Scheme_01,92.0458
2023-07-03,Scheme_01,92.9256
2023-07-04,Scheme_01,92.1893
2023-07-05,Scheme_01,92.4056
2023-07-06,Scheme_01,93.0187
2023-07-07,Scheme_01,92.3813
2023-07-10,Scheme_01,92.2489
2023-07-11,Scheme_01,91.0506
2023-07-12,Scheme_01,91.8012
2023-07-13,Scheme_01,91.6609
2023-07-14,Scheme_01,92.2137
2023-07-17,Scheme_01,90.6715
2023-07-18,Scheme_01,90.8797
2023-07-19,Scheme_01,90.3715
2023-07-20,Scheme_01,90.0415
2023-07-21,Scheme_01,89.5695
2023-07-24,Scheme_01,89.7968
2023-07-25,Scheme_01,90.6062
2023-07-26,Scheme_01,91.7121
2023-07-27,Scheme_01,90.1756
2023-07-28,Scheme_01,87.7575
2023-07-31,Scheme_01,89.1816
2023-08-01,Scheme_01,89.5635
2023-08-02,Scheme_01,89.1044
2023-08-03,Scheme_01,90.6128
2023-08-04,Scheme_01,91.1811
2023-08-07,Scheme_01,91.8025
2023-08-08,Scheme_01,93.1524
2023-08-09,Scheme_01,92.6188
2023-08-10,Scheme_01,93.562
2023-08-11,Scheme_01,93.3663
2023-08-14,Scheme_01,93.7746
2023-08-15,Scheme_01,94.4512
2023-08-16,Scheme_01,94.5987
2023-08-17,Scheme_01,94.3604
2023-08-18,Scheme_01,94.4377
2023-08-21,Scheme_01,95.0951
2023-08-22,Scheme_01,92.9681
2023-08-23,Scheme_01,91.8409
2023-08-24,Scheme_01,92.6299
2023-08-25,Scheme_01,92.9145
2023-08-28,Scheme_01,92.6936
2023-08-29,Scheme_01,92.0085
2023-08-30,Scheme_01,92.5849
2023-08-31,Scheme_01,94.1482
2023-09-01,Scheme_01,94.6674
2023-09-04,Scheme_01,94.536
2023-09-05,Scheme_01,92.995
2023-09-06,Scheme_01,92.7534
2023-09-07,Scheme_01,93.9347
2023-09-08,Scheme_01,94.5192
2023-09-11,Scheme_01,95.0022
2023-09-12,Scheme_01,93.807
2023-09-13,Scheme_01,93.0143
2023-09-14,Scheme_01,94.081
2023-09-15,Scheme_01,93.6852
2023-09-18,Scheme_01,93.1796
2023-09-19,Scheme_01,93.3778
2023-09-20,Scheme_01,93.7021
2023-09-21,Scheme_01,92.8611
2023-09-22,Scheme_01,92.3391
2023-09-25,Scheme_01,91.9681
2023-09-26,Scheme_01,91.8173
2023-09-27,Scheme_01,91.6945
2023-09-28,Scheme_01,92.219
2023-09-29,Scheme_01,91.4579
2023-10-02,Scheme_01,91.4768
2023-10-03,Scheme_01,91.7398
2023-10-04,Scheme_01,91.4998
2023-10-05,Scheme_01,91.8104
2023-10-06,Scheme_01,91.6117
2023-10-09,Scheme_01,92.0715
2023-10-10,Scheme_01,92.5651
2023-10-11,Scheme_01,92.1093
2023-10-12,Scheme_01,92.6168
2023-10-13,Scheme_01,92.6042
2023-10-16,Scheme_01,93.8082
2023-10-17,Scheme_01,93.2003
2023-10-18,Scheme_01,94.4664
2023-10-19,Scheme_01,93.9047
2023-10-20,Scheme_01,93.8118
2023-10-23,Scheme_01,93.7024
2023-10-24,Scheme_01,94.4038
2023-10-25,Scheme_01,92.4364
2023-10-26,Scheme_01,91.8843
2023-10-27,Scheme_01,92.244
2023-10-30,Scheme_01,94.3007
2023-10-31,Scheme_01,94.9707
2023-11-01,Scheme_01,94.1659
2023-11-02,Scheme_01,94.0292
2023-11-03,Scheme_01,94.3604
2023-11-06,Scheme_01,94.2135
2023-11-07,Scheme_01,93.8256
2023-11-08,Scheme_01,93.9349
2023-11-09,Scheme_01,93.5813
2023-11-10,Scheme_01,94.3429
2023-11-13,Scheme_01,93.7346
2023-11-14,Scheme_01,94.5708
2023-11-15,Scheme_01,95.0846
2023-11-16,Scheme_01,95.1628
2023-11-17,Scheme_01,95.7792
2023-11-20,Scheme_01,93.76
2023-11-21,Scheme_01,93.9794
2023-11-22,Scheme_01,93.5299
2023-11-23,Scheme_01,93.2106
2023-11-24,Scheme_01,93.153
2023-11-27,Scheme_01,93.5635
2023-11-28,Scheme_01,93.7759
2023-11-29,Scheme_01,93.4833
2023-11-30,Scheme_01,94.4185
2023-12-01,Scheme_01,95.824
2023-12-04,Scheme_01,96.8812
2023-12-05,Scheme_01,96.0332
2023-12-06,Scheme_01,95.5559
2023-12-07,Scheme_01,96.1188
2023-12-08,Scheme_01,96.131
2023-12-11,Scheme_01,96.7955
2023-12-12,Scheme_01,97.3435
2023-12-13,Scheme_01,98.4193
2023-12-14,Scheme_01,98.1954
2023-12-15,Scheme_01,98.6852
2023-12-18,Scheme_01,99.5641
2023-12-19,Scheme_01,99.8446
2023-12-20,Scheme_01,99.9613
2023-12-21,Scheme_01,100.0418
2023-12-22,Scheme_01,99.2575
2023-12-25,Scheme_01,99.5519
2023-12-26,Scheme_01,99.4396
2023-12-27,Scheme_01,99.0707
2023-12-28,Scheme_01,100.2286
2023-12-29,Scheme_01,99.7955
2024-01-01,Scheme_01,99.6439
2024-01-02,Scheme_01,99.839
2024-01-03,Scheme_01,101.2202
2024-01-04,Scheme_01,100.3
2024-01-05,Scheme_01,100.6567
2024-01-08,Scheme_01,99.5666
2024-01-09,Scheme_01,98.2137
2024-01-10,Scheme_01,98.6678
2024-01-11,Scheme_01,99.0258
2024-01-12,Scheme_01,99.0616
2024-01-15,Scheme_01,99.4305
2024-01-16,Scheme_01,100.1391
2024-01-17,Scheme_01,100.3325
2024-01-18,Scheme_01,100.857
2024-01-19,Scheme_01,100.7728
2024-01-22,Scheme_01,100.6889
2024-01-23,Scheme_01,100.992
2024-01-24,Scheme_01,102.5224
2024-01-25,Scheme_01,102.0878
2024-01-26,Scheme_01,102.6954
2024-01-29,Scheme_01,102.6385
2024-01-30,Scheme_01,102.5585
2024-01-31,Scheme_01,102.1777
2024-02-01,Scheme_01,103.4681
2024-02-02,Scheme_01,103.7709
2024-02-05,Scheme_01,102.8478
2024-02-06,Scheme_01,101.9181
2024-02-07,Scheme_01,100.9912
2024-02-08,Scheme_01,102.7255
2024-02-09,Scheme_01,103.0472
2024-02-12,Scheme_01,103.0142
2024-02-13,Scheme_01,104.0248
2024-02-14,Scheme_01,104.4105
2024-02-15,Scheme_01,105.4568
2024-02-16,Scheme_01,105.5136
2024-02-19,Scheme_01,105.3777
2024-02-20,Scheme_01,105.9406
2024-02-21,Scheme_01,106.6188
2024-02-22,Scheme_01,106.2542
2024-02-23,Scheme_01,107.7451
2024-02-26,Scheme_01,107.6737
2024-02-27,Scheme_01,106.3732
2024-02-28,Scheme_01,106.5324
2024-02-29,Scheme_01,106.2175
2024-03-01,Scheme_01,105.8339
2024-03-04,Scheme_01,106.1956
2024-03-05,Scheme_01,105.2328
2024-03-06,Scheme_01,105.2422
2024-03-07,Scheme_01,104.3375
2024-03-08,Scheme_01,104.9807
2024-03-11,Scheme_01,104.9108
2024-03-12,Scheme_01,105.3138
2024-03-13,Scheme_01,105.2252
2024-03-14,Scheme_01,104.8734
2024-03-15,Scheme_01,104.4695
2024-03-18,Scheme_01,104.6988
2024-03-19,Scheme_01,104.519
2024-03-20,Scheme_01,103.9617
2024-03-21,Scheme_01,106.158
2024-03-22,Scheme_01,107.1544
2024-03-25,Scheme_01,107.2718
2024-03-26,Scheme_01,106.83
2024-03-27,Scheme_01,105.5679
2024-03-28,Scheme_01,105.5565
2024-03-29,Scheme_01,106.0928
2024-04-01,Scheme_01,106.2981
2024-04-02,Scheme_01,106.4691
2024-04-03,Scheme_01,107.3464
2024-04-04,Scheme_01,106.6306
2024-04-05,Scheme_01,106.4361
2024-04-08,Scheme_01,107.0224
2024-04-09,Scheme_01,106.7205
2024-04-10,Scheme_01,107.8473
2024-04-11,Scheme_01,107.9332
2024-04-12,Scheme_01,107.2097
2024-04-15,Scheme_01,107.7046
2024-04-16,Scheme_01,107.7608
2024-04-17,Scheme_01,107.495
2024-04-18,Scheme_01,106.8583
2024-04-19,Scheme_01,106.1307
2024-04-22,Scheme_01,106.5164
2024-04-23,Scheme_01,106.4066
2024-04-24,Scheme_01,106.1198
2024-04-25,Scheme_01,104.292
2024-04-26,Scheme_01,103.3316
2024-04-29,Scheme_01,103.2857
2024-04-30,Scheme_01,103.4098
2024-05-01,Scheme_01,102.1128
2024-05-02,Scheme_01,102.3728
2024-05-03,Scheme_01,101.4883
2024-05-06,Scheme_01,101.7716
2024-05-07,Scheme_01,101.5239
2024-05-08,Scheme_01,101.5335
2024-05-09,Scheme_01,101.5856
2024-05-10,Scheme_01,102.2001
2024-05-13,Scheme_01,102.1384
2024-05-14,Scheme_01,101.6272
2024-05-15,Scheme_01,100.7647
2024-05-16,Scheme_01,100.7612
2024-05-17,Scheme_01,100.9954
2024-05-20,Scheme_01,100.9716
2024-05-21,Scheme_01,101.8426
2024-05-22,Scheme_01,102.0171
2024-05-23,Scheme_01,100.6127
2024-05-24,Scheme_01,101.7501
2024-05-27,Scheme_01,101.5952
2024-05-28,Scheme_01,101.9376
2024-05-29,Scheme_01,102.9752
2024-05-30,Scheme_01,102.3072
2024-05-31,Scheme_01,102.9438
2024-06-03,Scheme_01,103.3916
2024-06-04,Scheme_01,104.2027
2024-06-05,Scheme_01,104.3339
2024-06-06,Scheme_01,102.7482
2024-06-07,Scheme_01,102.3684
2024-06-10,Scheme_01,100.7032
2024-06-11,Scheme_01,100.6228
2024-06-12,Scheme_01,100.7976
2024-06-13,Scheme_01,102.0864
2024-06-14,Scheme_01,101.8409
2024-06-17,Scheme_01,103.3874
2024-06-18,Scheme_01,103.1301
2024-06-19,Scheme_01,104.5812
2024-06-20,Scheme_01,103.2921
2024-06-21,Scheme_01,104.4551
2024-06-24,Scheme_01,105.4946
2024-06-25,Scheme_01,104.0811
2024-06-26,Scheme_01,104.7254
2024-06-27,Scheme_01,103.4567
2024-06-28,Scheme_01,103.7203
2024-07-01,Scheme_01,103.3518
2024-07-02,Scheme_01,104.9646
2024-07-03,Scheme_01,105.3613
2024-07-04,Scheme_01,104.8016
2024-07-05,Scheme_01,103.3779
2024-07-08,Scheme_01,103.2677
2024-07-09,Scheme_01,100.7647
2024-07-10,Scheme_01,102.7553
2024-07-11,Scheme_01,103.2513
2024-07-12,Scheme_01,103.4594
2024-07-15,Scheme_01,104.8106
2024-07-16,Scheme_01,104.8794
2024-07-17,Scheme_01,106.4204
2024-07-18,Scheme_01,106.2956
2024-07-19,Scheme_01,106.0256
2024-07-22,Scheme_01,106.3469
2024-07-23,Scheme_01,107.3101
2024-07-24,Scheme_01,107.2045
2024-07-25,Scheme_01,107.1442
2024-07-26,Scheme_01,107.6258
2024-07-29,Scheme_01,108.7173
2024-07-30,Scheme_01,107.6604
2024-07-31,Scheme_01,108.8637
2024-08-01,Scheme_01,108.7436
2024-08-02,Scheme_01,109.5921
2024-08-05,Scheme_01,109.8989
2024-08-06,Scheme_01,110.3802
2024-08-07,Scheme_01,112.6892
2024-08-08,Scheme_01,113.5004
2024-08-09,Scheme_01,113.6105
2024-08-12,Scheme_01,114.1651
2024-08-13,Scheme_01,114.091
2024-08-14,Scheme_01,114.0004
2024-08-15,Scheme_01,113.7277
2024-08-16,Scheme_01,112.1943
2024-08-19,Scheme_01,111.986
2024-08-20,Scheme_01,110.0525
2024-08-21,Scheme_01,110.5217
2024-08-22,Scheme_01,109.527
2024-08-23,Scheme_01,109.4167
2024-08-26,Scheme_01,109.8639
2024-08-27,Scheme_01,108.7204
2024-08-28,Scheme_01,107.6941
2024-08-29,Scheme_01,106.6433
2024-08-30,Scheme_01,105.7697
2024-09-02,Scheme_01,107.1089
2024-09-03,Scheme_01,106.3395
2024-09-04,Scheme_01,107.3916
2024-09-05,Scheme_01,106.7016
2024-09-06,Scheme_01,105.4324
2024-09-09,Scheme_01,104.8845
2024-09-10,Scheme_01,106.1346
2024-09-11,Scheme_01,105.0954
2024-09-12,Scheme_01,104.7688
2024-09-13,Scheme_01,103.6877
2024-09-16,Scheme_01,103.214
2024-09-17,Scheme_01,104.1093
2024-09-18,Scheme_01,104.8766
2024-09-19,Scheme_01,104.3909
2024-09-20,Scheme_01,103.9942
2024-09-23,Scheme_01,103.4825
2024-09-24,Scheme_01,102.5956
2024-09-25,Scheme_01,102.136
2024-09-26,Scheme_01,103.3169
2024-09-27,Scheme_01,102.9309
2024-09-30,Scheme_01,102.2768
2024-10-01,Scheme_01,103.6359
2024-10-02,Scheme_01,104.1384
2024-10-03,Scheme_01,104.1366
2024-10-04,Scheme_01,103.7812
2024-10-07,Scheme_01,103.8
2024-10-08,Scheme_01,104.7339
2024-10-09,Scheme_01,104.6892
2024-10-10,Scheme_01,104.8562
2024-10-11,Scheme_01,105.0593
2024-10-14,Scheme_01,105.0244
2024-10-15,Scheme_01,104.6709
2024-10-16,Scheme_01,105.7642
2024-10-17,Scheme_01,107.151
2024-10-18,Scheme_01,107.6713
2024-10-21,Scheme_01,107.5159
2024-10-22,Scheme_01,107.9989
2024-10-23,Scheme_01,108.6988
2024-10-24,Scheme_01,108.4143
2024-10-25,Scheme_01,108.982
2024-10-28,Scheme_01,109.1944
2024-10-29,Scheme_01,108.7622
2024-10-30,Scheme_01,109.3646
